maskset_sk,wafer_layout,component_sk,component_id,ucs_die_x,ucs_die_y,ucs_flash_x,ucs_flash_y,ucs_die_in_flash_x,ucs_die_in_flash_y,ucs_die_origin_x,ucs_die_origin_y,ucs_flash_wafer_layout_sk,ucs_die_wafer_layout_sk,metrology17_site,sort_die_x,sort_die_y,sort_test_flag,wet_flash_x,wet_flash_y
90001838,KAMORTA,90001838,DEFAULT,-10,20,-4,4,2,0,-80096.04,111630.55000000002,90172489,96394063,,9,4,T,4,9
90001838,KAMORTA,90001838,DEFAULT,-10,21,-4,4,2,1,-80096.04,118190.01000000002,90172489,96394064,,9,3,P,4,9
90001838,KAMORTA,90001838,DEFAULT,-10,22,-4,4,2,2,-80096.04,124749.47000000002,90172489,96394065,,9,2,P,4,9
90001838,KAMORTA,90001838,DEFAULT,-10,23,-4,4,2,3,-80096.04,131308.93000000002,90172489,96394066,,9,1,P,4,9
90001838,KAMORTA,90001838,DEFAULT,-10,24,-4,4,2,4,-80096.04,137868.39,90172489,96394067,,9,0,P,4,9
90001838,KAMORTA,90001838,DEFAULT,-9,-20,-3,-4,0,0,-72825.07999999999,-150747.85,90172490,96394068,,10,44,P,5,1
90001838,KAMORTA,90001838,DEFAULT,-9,-19,-3,-4,0,1,-72825.07999999999,-144188.39,90172490,96394069,,10,43,P,5,1
90001838,KAMORTA,90001838,DEFAULT,-9,-18,-3,-4,0,2,-72825.07999999999,-137628.93,90172490,96394070,,10,42,P,5,1
90001838,KAMORTA,90001838,DEFAULT,-9,-17,-3,-4,0,3,-72825.07999999999,-131069.47,90172490,96394071,,10,41,P,5,1
90001838,KAMORTA,90001838,DEFAULT,-9,-16,-3,-4,0,4,-72825.07999999999,-124510.01000000001,90172490,96394072,,10,40,T,5,1
90001838,KAMORTA,90001838,DEFAULT,-9,-15,-3,-3,0,0,-72825.07999999999,-117950.55,90172491,96394083,,10,39,T,5,2
90001838,KAMORTA,90001838,DEFAULT,-9,-14,-3,-3,0,1,-72825.07999999999,-111391.09,90172491,96394084,,10,38,T,5,2
90001838,KAMORTA,90001838,DEFAULT,-9,-13,-3,-3,0,2,-72825.07999999999,-104831.63,90172491,96394085,,10,37,T,5,2
90001838,KAMORTA,90001838,DEFAULT,-9,-12,-3,-3,0,3,-72825.07999999999,-98272.17,90172491,96394086,,10,36,T,5,2
90001838,KAMORTA,90001838,DEFAULT,-9,-11,-3,-3,0,4,-72825.07999999999,-91712.70999999999,90172491,96394087,,10,35,T,5,2
90001838,KAMORTA,90001838,DEFAULT,-9,-10,-3,-2,0,0,-72825.07999999999,-85153.25,90172492,96394098,,10,34,T,5,3
90001838,KAMORTA,90001838,DEFAULT,-9,-9,-3,-2,0,1,-72825.07999999999,-78593.79,90172492,96394099,,10,33,T,5,3
90001838,KAMORTA,90001838,DEFAULT,-9,-8,-3,-2,0,2,-72825.07999999999,-72034.33,90172492,96394100,,10,32,T,5,3
90001838,KAMORTA,90001838,DEFAULT,-9,-7,-3,-2,0,3,-72825.07999999999,-65474.869999999995,90172492,96394101,,10,31,T,5,3
90001838,KAMORTA,90001838,DEFAULT,-9,-6,-3,-2,0,4,-72825.07999999999,-58915.409999999996,90172492,96394102,,10,30,T,5,3
90001838,KAMORTA,90001838,DEFAULT,-9,-5,-3,-1,0,0,-72825.07999999999,-52355.95,90172493,96394113,,10,29,T,5,4
90001838,KAMORTA,90001838,DEFAULT,-9,-4,-3,-1,0,1,-72825.07999999999,-45796.49,90172493,96394114,,10,28,T,5,4
90001838,KAMORTA,90001838,DEFAULT,-9,-3,-3,-1,0,2,-72825.07999999999,-39237.03,90172493,96394115,,10,27,T,5,4
90001838,KAMORTA,90001838,DEFAULT,-9,-2,-3,-1,0,3,-72825.07999999999,-32677.569999999992,90172493,96394116,,10,26,T,5,4
90001838,KAMORTA,90001838,DEFAULT,-9,-1,-3,-1,0,4,-72825.07999999999,-26118.109999999993,90172493,96394117,,10,25,T,5,4
90001838,KAMORTA,90001838,DEFAULT,-9,0,-3,0,0,0,-72825.07999999999,-19558.649999999994,90172494,96394128,,10,24,T,5,5
90001838,KAMORTA,90001838,DEFAULT,-9,1,-3,0,0,1,-72825.07999999999,-12999.189999999993,90172494,96394129,,10,23,T,5,5
90001838,KAMORTA,90001838,DEFAULT,-9,2,-3,0,0,2,-72825.07999999999,-6439.729999999992,90172494,96394130,,10,22,T,5,5
90001838,KAMORTA,90001838,DEFAULT,-9,3,-3,0,0,3,-72825.07999999999,119.73000000001048,90172494,96394131,,10,21,T,5,5
90001838,KAMORTA,90001838,DEFAULT,-9,4,-3,0,0,4,-72825.07999999999,6679.19000000001,90172494,96394132,,10,20,T,5,5
90001838,KAMORTA,90001838,DEFAULT,-9,5,-3,1,0,0,-72825.07999999999,13238.650000000009,90172495,96394143,,10,19,T,5,6
90001838,KAMORTA,90001838,DEFAULT,-9,6,-3,1,0,1,-72825.07999999999,19798.110000000008,90172495,96394144,,10,18,T,5,6
90001838,KAMORTA,90001838,DEFAULT,-9,7,-3,1,0,2,-72825.07999999999,26357.57000000001,90172495,96394145,,10,17,T,5,6
90001838,KAMORTA,90001838,DEFAULT,-9,8,-3,1,0,3,-72825.07999999999,32917.03000000001,90172495,96394146,,10,16,T,5,6
90001838,KAMORTA,90001838,DEFAULT,-9,9,-3,1,0,4,-72825.07999999999,39476.49000000001,90172495,96394147,,10,15,T,5,6
90001838,KAMORTA,90001838,DEFAULT,-9,10,-3,2,0,0,-72825.07999999999,46035.95000000001,90172496,96394158,,10,14,T,5,7
90001838,KAMORTA,90001838,DEFAULT,-9,11,-3,2,0,1,-72825.07999999999,52595.41000000001,90172496,96394159,,10,13,T,5,7
90001838,KAMORTA,90001838,DEFAULT,-9,12,-3,2,0,2,-72825.07999999999,59154.87000000001,90172496,96394160,,10,12,T,5,7
90001838,KAMORTA,90001838,DEFAULT,-9,13,-3,2,0,3,-72825.07999999999,65714.33000000002,90172496,96394161,,10,11,T,5,7
90001838,KAMORTA,90001838,DEFAULT,-9,14,-3,2,0,4,-72825.07999999999,72273.79000000001,90172496,96394162,,10,10,T,5,7
90001838,KAMORTA,90001838,DEFAULT,-9,15,-3,3,0,0,-72825.07999999999,78833.25000000001,90172497,96394173,7,10,9,T,5,8
90001838,KAMORTA,90001838,DEFAULT,-9,16,-3,3,0,1,-72825.07999999999,85392.71000000002,90172497,96394174,7,10,8,T,5,8
90001838,KAMORTA,90001838,DEFAULT,-9,17,-3,3,0,2,-72825.07999999999,91952.17000000001,90172497,96394175,7,10,7,T,5,8
90001838,KAMORTA,90001838,DEFAULT,-9,18,-3,3,0,3,-72825.07999999999,98511.63000000002,90172497,96394176,7,10,6,T,5,8
90001838,KAMORTA,90001838,DEFAULT,-9,19,-3,3,0,4,-72825.07999999999,105071.09000000003,90172497,96394177,7,10,5,T,5,8
90001838,KAMORTA,90001838,DEFAULT,-9,20,-3,4,0,0,-72825.07999999999,111630.55000000002,90172498,96394188,,10,4,T,5,9
90001838,KAMORTA,90001838,DEFAULT,-9,21,-3,4,0,1,-72825.07999999999,118190.01000000002,90172498,96394189,,10,3,T,5,9
90001838,KAMORTA,90001838,DEFAULT,-9,22,-3,4,0,2,-72825.07999999999,124749.47000000002,90172498,96394190,,10,2,P,5,9
90001838,KAMORTA,90001838,DEFAULT,-9,23,-3,4,0,3,-72825.07999999999,131308.93000000002,90172498,96394191,,10,1,P,5,9
90001838,KAMORTA,90001838,DEFAULT,-9,24,-3,4,0,4,-72825.07999999999,137868.39,90172498,96394192,,10,0,P,5,9
90001838,KAMORTA,90001838,DEFAULT,-8,-20,-3,-4,1,0,-65554.11999999998,-150747.85,90172490,96394073,,11,44,P,5,1
90001838,KAMORTA,90001838,DEFAULT,-8,-19,-3,-4,1,1,-65554.11999999998,-144188.39,90172490,96394074,,11,43,P,5,1
90001838,KAMORTA,90001838,DEFAULT,-8,-18,-3,-4,1,2,-65554.11999999998,-137628.93,90172490,96394075,,11,42,P,5,1
90001838,KAMORTA,90001838,DEFAULT,-8,-17,-3,-4,1,3,-65554.11999999998,-131069.47,90172490,96394076,,11,41,T,5,1
90001838,KAMORTA,90001838,DEFAULT,-8,-16,-3,-4,1,4,-65554.11999999998,-124510.01000000001,90172490,96394077,,11,40,T,5,1
90001838,KAMORTA,90001838,DEFAULT,-8,-15,-3,-3,1,0,-65554.11999999998,-117950.55,90172491,96394088,,11,39,T,5,2
90001838,KAMORTA,90001838,DEFAULT,-8,-14,-3,-3,1,1,-65554.11999999998,-111391.09,90172491,96394089,,11,38,T,5,2
90001838,KAMORTA,90001838,DEFAULT,-8,-13,-3,-3,1,2,-65554.11999999998,-104831.63,90172491,96394090,,11,37,T,5,2
90001838,KAMORTA,90001838,DEFAULT,-8,-12,-3,-3,1,3,-65554.11999999998,-98272.17,90172491,96394091,,11,36,T,5,2
90001838,KAMORTA,90001838,DEFAULT,-8,-11,-3,-3,1,4,-65554.11999999998,-91712.70999999999,90172491,96394092,,11,35,T,5,2
90001838,KAMORTA,90001838,DEFAULT,-8,-10,-3,-2,1,0,-65554.11999999998,-85153.25,90172492,96394103,,11,34,T,5,3
90001838,KAMORTA,90001838,DEFAULT,-8,-9,-3,-2,1,1,-65554.11999999998,-78593.79,90172492,96394104,,11,33,T,5,3
90001838,KAMORTA,90001838,DEFAULT,-8,-8,-3,-2,1,2,-65554.11999999998,-72034.33,90172492,96394105,,11,32,T,5,3
90001838,KAMORTA,90001838,DEFAULT,-8,-7,-3,-2,1,3,-65554.11999999998,-65474.869999999995,90172492,96394106,,11,31,T,5,3
90001838,KAMORTA,90001838,DEFAULT,-8,-6,-3,-2,1,4,-65554.11999999998,-58915.409999999996,90172492,96394107,,11,30,T,5,3
90001838,KAMORTA,90001838,DEFAULT,-8,-5,-3,-1,1,0,-65554.11999999998,-52355.95,90172493,96394118,,11,29,T,5,4
90001838,KAMORTA,90001838,DEFAULT,-8,-4,-3,-1,1,1,-65554.11999999998,-45796.49,90172493,96394119,,11,28,T,5,4
90001838,KAMORTA,90001838,DEFAULT,-8,-3,-3,-1,1,2,-65554.11999999998,-39237.03,90172493,96394120,,11,27,T,5,4
90001838,KAMORTA,90001838,DEFAULT,-8,-2,-3,-1,1,3,-65554.11999999998,-32677.569999999992,90172493,96394121,,11,26,T,5,4
90001838,KAMORTA,90001838,DEFAULT,-8,-1,-3,-1,1,4,-65554.11999999998,-26118.109999999993,90172493,96394122,,11,25,T,5,4
90001838,KAMORTA,90001838,DEFAULT,-8,0,-3,0,1,0,-65554.11999999998,-19558.649999999994,90172494,96394133,,11,24,T,5,5
90001838,KAMORTA,90001838,DEFAULT,-8,1,-3,0,1,1,-65554.11999999998,-12999.189999999993,90172494,96394134,,11,23,T,5,5
90001838,KAMORTA,90001838,DEFAULT,-8,2,-3,0,1,2,-65554.11999999998,-6439.729999999992,90172494,96394135,,11,22,T,5,5
90001838,KAMORTA,90001838,DEFAULT,-8,3,-3,0,1,3,-65554.11999999998,119.73000000001048,90172494,96394136,,11,21,T,5,5
90001838,KAMORTA,90001838,DEFAULT,-8,4,-3,0,1,4,-65554.11999999998,6679.19000000001,90172494,96394137,,11,20,T,5,5
90001838,KAMORTA,90001838,DEFAULT,-8,5,-3,1,1,0,-65554.11999999998,13238.650000000009,90172495,96394148,,11,19,T,5,6
90001838,KAMORTA,90001838,DEFAULT,-8,6,-3,1,1,1,-65554.11999999998,19798.110000000008,90172495,96394149,,11,18,T,5,6
90001838,KAMORTA,90001838,DEFAULT,-8,7,-3,1,1,2,-65554.11999999998,26357.57000000001,90172495,96394150,,11,17,T,5,6
90001838,KAMORTA,90001838,DEFAULT,-8,8,-3,1,1,3,-65554.11999999998,32917.03000000001,90172495,96394151,,11,16,T,5,6
90001838,KAMORTA,90001838,DEFAULT,-8,9,-3,1,1,4,-65554.11999999998,39476.49000000001,90172495,96394152,,11,15,T,5,6
90001838,KAMORTA,90001838,DEFAULT,-8,10,-3,2,1,0,-65554.11999999998,46035.95000000001,90172496,96394163,,11,14,T,5,7
90001838,KAMORTA,90001838,DEFAULT,-8,11,-3,2,1,1,-65554.11999999998,52595.41000000001,90172496,96394164,,11,13,T,5,7
90001838,KAMORTA,90001838,DEFAULT,-8,12,-3,2,1,2,-65554.11999999998,59154.87000000001,90172496,96394165,,11,12,T,5,7
90001838,KAMORTA,90001838,DEFAULT,-8,13,-3,2,1,3,-65554.11999999998,65714.33000000002,90172496,96394166,,11,11,T,5,7
90001838,KAMORTA,90001838,DEFAULT,-8,14,-3,2,1,4,-65554.11999999998,72273.79000000001,90172496,96394167,,11,10,T,5,7
90001838,KAMORTA,90001838,DEFAULT,-8,15,-3,3,1,0,-65554.11999999998,78833.25000000001,90172497,96394178,7,11,9,T,5,8
90001838,KAMORTA,90001838,DEFAULT,-8,16,-3,3,1,1,-65554.11999999998,85392.71000000002,90172497,96394179,7,11,8,T,5,8
90001838,KAMORTA,90001838,DEFAULT,-8,17,-3,3,1,2,-65554.11999999998,91952.17000000001,90172497,96394180,7,11,7,T,5,8
90001838,KAMORTA,90001838,DEFAULT,-8,18,-3,3,1,3,-65554.11999999998,98511.63000000002,90172497,96394181,7,11,6,T,5,8
90001838,KAMORTA,90001838,DEFAULT,-8,19,-3,3,1,4,-65554.11999999998,105071.09000000003,90172497,96394182,7,11,5,T,5,8
90001838,KAMORTA,90001838,DEFAULT,-8,20,-3,4,1,0,-65554.11999999998,111630.55000000002,90172498,96394193,,11,4,T,5,9
90001838,KAMORTA,90001838,DEFAULT,-8,21,-3,4,1,1,-65554.11999999998,118190.01000000002,90172498,96394194,,11,3,T,5,9
90001838,KAMORTA,90001838,DEFAULT,-8,22,-3,4,1,2,-65554.11999999998,124749.47000000002,90172498,96394195,,11,2,T,5,9
90001838,KAMORTA,90001838,DEFAULT,-8,23,-3,4,1,3,-65554.11999999998,131308.93000000002,90172498,96394196,,11,1,P,5,9
90001838,KAMORTA,90001838,DEFAULT,-8,24,-3,4,1,4,-65554.11999999998,137868.39,90172498,96394197,,11,0,P,5,9
90001838,KAMORTA,90001838,DEFAULT,-7,-20,-3,-4,2,0,-58283.15999999999,-150747.85,90172490,96394078,,12,44,P,5,1
90001838,KAMORTA,90001838,DEFAULT,-7,-19,-3,-4,2,1,-58283.15999999999,-144188.39,90172490,96394079,,12,43,P,5,1
90001838,KAMORTA,90001838,DEFAULT,-7,-18,-3,-4,2,2,-58283.15999999999,-137628.93,90172490,96394080,,12,42,P,5,1
90001838,KAMORTA,90001838,DEFAULT,-7,-17,-3,-4,2,3,-58283.15999999999,-131069.47,90172490,96394081,,12,41,T,5,1
90001838,KAMORTA,90001838,DEFAULT,-7,-16,-3,-4,2,4,-58283.15999999999,-124510.01000000001,90172490,96394082,,12,40,T,5,1
90001838,KAMORTA,90001838,DEFAULT,-7,-15,-3,-3,2,0,-58283.15999999999,-117950.55,90172491,96394093,,12,39,T,5,2
90001838,KAMORTA,90001838,DEFAULT,-7,-14,-3,-3,2,1,-58283.15999999999,-111391.09,90172491,96394094,,12,38,T,5,2
90001838,KAMORTA,90001838,DEFAULT,-7,-13,-3,-3,2,2,-58283.15999999999,-104831.63,90172491,96394095,,12,37,T,5,2
90001838,KAMORTA,90001838,DEFAULT,-7,-12,-3,-3,2,3,-58283.15999999999,-98272.17,90172491,96394096,,12,36,T,5,2
90001838,KAMORTA,90001838,DEFAULT,-7,-11,-3,-3,2,4,-58283.15999999999,-91712.70999999999,90172491,96394097,,12,35,T,5,2
90001838,KAMORTA,90001838,DEFAULT,-7,-10,-3,-2,2,0,-58283.15999999999,-85153.25,90172492,96394108,,12,34,T,5,3
90001838,KAMORTA,90001838,DEFAULT,-7,-9,-3,-2,2,1,-58283.15999999999,-78593.79,90172492,96394109,,12,33,T,5,3
90001838,KAMORTA,90001838,DEFAULT,-7,-8,-3,-2,2,2,-58283.15999999999,-72034.33,90172492,96394110,,12,32,T,5,3
90001838,KAMORTA,90001838,DEFAULT,-7,-7,-3,-2,2,3,-58283.15999999999,-65474.869999999995,90172492,96394111,,12,31,T,5,3
90001838,KAMORTA,90001838,DEFAULT,-7,-6,-3,-2,2,4,-58283.15999999999,-58915.409999999996,90172492,96394112,,12,30,T,5,3
90001838,KAMORTA,90001838,DEFAULT,-7,-5,-3,-1,2,0,-58283.15999999999,-52355.95,90172493,96394123,,12,29,T,5,4
90001838,KAMORTA,90001838,DEFAULT,-7,-4,-3,-1,2,1,-58283.15999999999,-45796.49,90172493,96394124,,12,28,T,5,4
90001838,KAMORTA,90001838,DEFAULT,-7,-3,-3,-1,2,2,-58283.15999999999,-39237.03,90172493,96394125,,12,27,T,5,4
90001838,KAMORTA,90001838,DEFAULT,-7,-2,-3,-1,2,3,-58283.15999999999,-32677.569999999992,90172493,96394126,,12,26,T,5,4
90001838,KAMORTA,90001838,DEFAULT,-7,-1,-3,-1,2,4,-58283.15999999999,-26118.109999999993,90172493,96394127,,12,25,T,5,4
90001838,KAMORTA,90001838,DEFAULT,-7,0,-3,0,2,0,-58283.15999999999,-19558.649999999994,90172494,96394138,,12,24,T,5,5
90001838,KAMORTA,90001838,DEFAULT,-7,1,-3,0,2,1,-58283.15999999999,-12999.189999999993,90172494,96394139,,12,23,T,5,5
90001838,KAMORTA,90001838,DEFAULT,-7,2,-3,0,2,2,-58283.15999999999,-6439.729999999992,90172494,96394140,,12,22,T,5,5
90001838,KAMORTA,90001838,DEFAULT,-7,3,-3,0,2,3,-58283.15999999999,119.73000000001048,90172494,96394141,,12,21,T,5,5
90001838,KAMORTA,90001838,DEFAULT,-7,4,-3,0,2,4,-58283.15999999999,6679.19000000001,90172494,96394142,,12,20,T,5,5
90001838,KAMORTA,90001838,DEFAULT,-7,5,-3,1,2,0,-58283.15999999999,13238.650000000009,90172495,96394153,,12,19,T,5,6
90001838,KAMORTA,90001838,DEFAULT,-7,6,-3,1,2,1,-58283.15999999999,19798.110000000008,90172495,96394154,,12,18,T,5,6
90001838,KAMORTA,90001838,DEFAULT,-7,7,-3,1,2,2,-58283.15999999999,26357.57000000001,90172495,96394155,,12,17,T,5,6
90001838,KAMORTA,90001838,DEFAULT,-7,8,-3,1,2,3,-58283.15999999999,32917.03000000001,90172495,96394156,,12,16,T,5,6
90001838,KAMORTA,90001838,DEFAULT,-7,9,-3,1,2,4,-58283.15999999999,39476.49000000001,90172495,96394157,,12,15,T,5,6
90001838,KAMORTA,90001838,DEFAULT,-7,10,-3,2,2,0,-58283.15999999999,46035.95000000001,90172496,96394168,,12,14,T,5,7
90001838,KAMORTA,90001838,DEFAULT,-7,11,-3,2,2,1,-58283.15999999999,52595.41000000001,90172496,96394169,,12,13,T,5,7
90001838,KAMORTA,90001838,DEFAULT,-7,12,-3,2,2,2,-58283.15999999999,59154.87000000001,90172496,96394170,,12,12,T,5,7
90001838,KAMORTA,90001838,DEFAULT,-7,13,-3,2,2,3,-58283.15999999999,65714.33000000002,90172496,96394171,,12,11,T,5,7
90001838,KAMORTA,90001838,DEFAULT,-7,14,-3,2,2,4,-58283.15999999999,72273.79000000001,90172496,96394172,,12,10,T,5,7
90001838,KAMORTA,90001838,DEFAULT,-7,15,-3,3,2,0,-58283.15999999999,78833.25000000001,90172497,96394183,7,12,9,T,5,8
90001838,KAMORTA,90001838,DEFAULT,-7,16,-3,3,2,1,-58283.15999999999,85392.71000000002,90172497,96394184,7,12,8,T,5,8
90001838,KAMORTA,90001838,DEFAULT,-7,17,-3,3,2,2,-58283.15999999999,91952.17000000001,90172497,96394185,7,12,7,T,5,8
90001838,KAMORTA,90001838,DEFAULT,-7,18,-3,3,2,3,-58283.15999999999,98511.63000000002,90172497,96394186,7,12,6,T,5,8
90001838,KAMORTA,90001838,DEFAULT,-7,19,-3,3,2,4,-58283.15999999999,105071.09000000003,90172497,96394187,7,12,5,T,5,8
90001838,KAMORTA,90001838,DEFAULT,-7,20,-3,4,2,0,-58283.15999999999,111630.55000000002,90172498,96394198,,12,4,T,5,9
90001838,KAMORTA,90001838,DEFAULT,-7,21,-3,4,2,1,-58283.15999999999,118190.01000000002,90172498,96394199,,12,3,T,5,9
90001838,KAMORTA,90001838,DEFAULT,-7,22,-3,4,2,2,-58283.15999999999,124749.47000000002,90172498,96394200,,12,2,T,5,9
90001838,KAMORTA,90001838,DEFAULT,-7,23,-3,4,2,3,-58283.15999999999,131308.93000000002,90172498,96394201,,12,1,P,5,9
90001838,KAMORTA,90001838,DEFAULT,-7,24,-3,4,2,4,-58283.15999999999,137868.39,90172498,96394202,,12,0,P,5,9
90001838,KAMORTA,90001838,DEFAULT,-6,-20,-2,-4,0,0,-51012.19999999998,-150747.85,90172499,96394203,,13,44,P,6,1
90001838,KAMORTA,90001838,DEFAULT,-6,-19,-2,-4,0,1,-51012.19999999998,-144188.39,90172499,96394204,,13,43,P,6,1
90001838,KAMORTA,90001838,DEFAULT,-6,-18,-2,-4,0,2,-51012.19999999998,-137628.93,90172499,96394205,,13,42,T,6,1
90001838,KAMORTA,90001838,DEFAULT,-6,-17,-2,-4,0,3,-51012.19999999998,-131069.47,90172499,96394206,,13,41,T,6,1
90001838,KAMORTA,90001838,DEFAULT,-6,-16,-2,-4,0,4,-51012.19999999998,-124510.01000000001,90172499,96394207,,13,40,T,6,1
90001838,KAMORTA,90001838,DEFAULT,-6,-15,-2,-3,0,0,-51012.19999999998,-117950.55,90172500,96394218,,13,39,T,6,2
90001838,KAMORTA,90001838,DEFAULT,-6,-14,-2,-3,0,1,-51012.19999999998,-111391.09,90172500,96394219,,13,38,T,6,2
90001838,KAMORTA,90001838,DEFAULT,-6,-13,-2,-3,0,2,-51012.19999999998,-104831.63,90172500,96394220,,13,37,T,6,2
90001838,KAMORTA,90001838,DEFAULT,-6,-12,-2,-3,0,3,-51012.19999999998,-98272.17,90172500,96394221,,13,36,T,6,2
90001838,KAMORTA,90001838,DEFAULT,-6,-11,-2,-3,0,4,-51012.19999999998,-91712.70999999999,90172500,96394222,,13,35,T,6,2
90001838,KAMORTA,90001838,DEFAULT,-6,-10,-2,-2,0,0,-51012.19999999998,-85153.25,90172501,96394233,,13,34,T,6,3
90001838,KAMORTA,90001838,DEFAULT,-6,-9,-2,-2,0,1,-51012.19999999998,-78593.79,90172501,96394234,,13,33,T,6,3
90001838,KAMORTA,90001838,DEFAULT,-6,-8,-2,-2,0,2,-51012.19999999998,-72034.33,90172501,96394235,,13,32,T,6,3
90001838,KAMORTA,90001838,DEFAULT,-6,-7,-2,-2,0,3,-51012.19999999998,-65474.869999999995,90172501,96394236,,13,31,T,6,3
90001838,KAMORTA,90001838,DEFAULT,-6,-6,-2,-2,0,4,-51012.19999999998,-58915.409999999996,90172501,96394237,,13,30,T,6,3
90001838,KAMORTA,90001838,DEFAULT,-6,-5,-2,-1,0,0,-51012.19999999998,-52355.95,90172502,96394248,,13,29,T,6,4
90001838,KAMORTA,90001838,DEFAULT,-6,-4,-2,-1,0,1,-51012.19999999998,-45796.49,90172502,96394249,,13,28,T,6,4
90001838,KAMORTA,90001838,DEFAULT,-6,-3,-2,-1,0,2,-51012.19999999998,-39237.03,90172502,96394250,,13,27,T,6,4
90001838,KAMORTA,90001838,DEFAULT,-6,-2,-2,-1,0,3,-51012.19999999998,-32677.569999999992,90172502,96394251,,13,26,T,6,4
90001838,KAMORTA,90001838,DEFAULT,-6,-1,-2,-1,0,4,-51012.19999999998,-26118.109999999993,90172502,96394252,,13,25,T,6,4
90001838,KAMORTA,90001838,DEFAULT,-6,0,-2,0,0,0,-51012.19999999998,-19558.649999999994,90172503,96394263,,13,24,T,6,5
90001838,KAMORTA,90001838,DEFAULT,-6,1,-2,0,0,1,-51012.19999999998,-12999.189999999993,90172503,96394264,,13,23,T,6,5
90001838,KAMORTA,90001838,DEFAULT,-6,2,-2,0,0,2,-51012.19999999998,-6439.729999999992,90172503,96394265,,13,22,T,6,5
90001838,KAMORTA,90001838,DEFAULT,-6,3,-2,0,0,3,-51012.19999999998,119.73000000001048,90172503,96394266,,13,21,T,6,5
90001838,KAMORTA,90001838,DEFAULT,-6,4,-2,0,0,4,-51012.19999999998,6679.19000000001,90172503,96394267,,13,20,T,6,5
90001838,KAMORTA,90001838,DEFAULT,-6,5,-2,1,0,0,-51012.19999999998,13238.650000000009,90172504,96394278,1,13,19,T,6,6
90001838,KAMORTA,90001838,DEFAULT,-6,6,-2,1,0,1,-51012.19999999998,19798.110000000008,90172504,96394279,1,13,18,T,6,6
90001838,KAMORTA,90001838,DEFAULT,-6,7,-2,1,0,2,-51012.19999999998,26357.57000000001,90172504,96394280,1,13,17,T,6,6
90001838,KAMORTA,90001838,DEFAULT,-6,8,-2,1,0,3,-51012.19999999998,32917.03000000001,90172504,96394281,1,13,16,T,6,6
90001838,KAMORTA,90001838,DEFAULT,-6,9,-2,1,0,4,-51012.19999999998,39476.49000000001,90172504,96394282,1,13,15,T,6,6
90001838,KAMORTA,90001838,DEFAULT,-6,10,-2,2,0,0,-51012.19999999998,46035.95000000001,90172505,96394293,,13,14,T,6,7
90001838,KAMORTA,90001838,DEFAULT,-6,11,-2,2,0,1,-51012.19999999998,52595.41000000001,90172505,96394294,,13,13,T,6,7
90001838,KAMORTA,90001838,DEFAULT,-6,12,-2,2,0,2,-51012.19999999998,59154.87000000001,90172505,96394295,,13,12,T,6,7
90001838,KAMORTA,90001838,DEFAULT,-6,13,-2,2,0,3,-51012.19999999998,65714.33000000002,90172505,96394296,,13,11,T,6,7
90001838,KAMORTA,90001838,DEFAULT,-6,14,-2,2,0,4,-51012.19999999998,72273.79000000001,90172505,96394297,,13,10,T,6,7
90001838,KAMORTA,90001838,DEFAULT,-6,15,-2,3,0,0,-51012.19999999998,78833.25000000001,90172506,96394308,,13,9,T,6,8
90001838,KAMORTA,90001838,DEFAULT,-6,16,-2,3,0,1,-51012.19999999998,85392.71000000002,90172506,96394309,,13,8,T,6,8
90001838,KAMORTA,90001838,DEFAULT,-6,17,-2,3,0,2,-51012.19999999998,91952.17000000001,90172506,96394310,,13,7,T,6,8
90001838,KAMORTA,90001838,DEFAULT,-6,18,-2,3,0,3,-51012.19999999998,98511.63000000002,90172506,96394311,,13,6,T,6,8
90001838,KAMORTA,90001838,DEFAULT,-6,19,-2,3,0,4,-51012.19999999998,105071.09000000003,90172506,96394312,,13,5,T,6,8
90001838,KAMORTA,90001838,DEFAULT,-6,20,-2,4,0,0,-51012.19999999998,111630.55000000002,90172507,96394323,16,13,4,T,6,9
90001838,KAMORTA,90001838,DEFAULT,-6,21,-2,4,0,1,-51012.19999999998,118190.01000000002,90172507,96394324,16,13,3,T,6,9
90001838,KAMORTA,90001838,DEFAULT,-6,22,-2,4,0,2,-51012.19999999998,124749.47000000002,90172507,96394325,16,13,2,T,6,9
90001838,KAMORTA,90001838,DEFAULT,-6,23,-2,4,0,3,-51012.19999999998,131308.93000000002,90172507,96394326,16,13,1,T,6,9
90001838,KAMORTA,90001838,DEFAULT,-6,24,-2,4,0,4,-51012.19999999998,137868.39,90172507,96394327,16,13,0,P,6,9
90001838,KAMORTA,90001838,DEFAULT,-6,25,-2,5,0,0,-51012.19999999998,144427.85000000003,90172508,96394338,,,,,6,10
90001838,KAMORTA,90001838,DEFAULT,-6,26,-2,5,0,1,-51012.19999999998,150987.31000000003,90172508,96394339,,,,,6,10
90001838,KAMORTA,90001838,DEFAULT,-6,27,-2,5,0,2,-51012.19999999998,157546.77000000005,90172508,96394340,,,,,6,10
90001838,KAMORTA,90001838,DEFAULT,-6,28,-2,5,0,3,-51012.19999999998,164106.23000000004,90172508,96394341,,,,,6,10
90001838,KAMORTA,90001838,DEFAULT,-6,29,-2,5,0,4,-51012.19999999998,170665.69000000003,90172508,96394342,,,,,6,10
90001838,KAMORTA,90001838,DEFAULT,-5,-20,-2,-4,1,0,-43741.23999999998,-150747.85,90172499,96394208,,14,44,P,6,1
